CVD_ID,Date_Published,Date_Modified,Vendor,Product,Attack_Vector,Attack_Complexity,User_Interaction,Privileges_Required,Confidentiality_Impact,Integrity_Impact,Availability_Impact
CVE-2018-2807,2018-04-19T02:29Z,2018-05-02T13:25Z,oracle,flexcube_core_banking,NETWORK,LOW,REQUIRED,NONE,LOW,LOW,NONE
CVE-2018-2808,2018-04-19T02:29Z,2018-04-27T14:17Z,oracle,solaris,LOCAL,LOW,REQUIRED,LOW,NONE,NONE,HIGH
CVE-2018-2809,2018-04-19T02:29Z,2018-04-27T14:17Z,oracle,peoplesoft_enterprise_peopletools,NETWORK,LOW,REQUIRED,NONE,NONE,LOW,NONE
CVE-2018-2810,2018-04-19T02:29Z,2018-05-02T01:29Z,oracle,mysql,NETWORK,LOW,NONE,HIGH,NONE,NONE,HIGH
CVE-2018-2811,2018-04-19T02:29Z,2018-04-27T13:46Z,oracle,jdk,LOCAL,HIGH,REQUIRED,NONE,HIGH,HIGH,HIGH
CVE-2018-2812,2018-04-19T02:29Z,2018-05-02T01:29Z,oracle,mysql,NETWORK,LOW,NONE,HIGH,NONE,LOW,HIGH
CVE-2018-2813,2018-04-19T02:29Z,2018-08-17T10:29Z,oracle,mysql,NETWORK,LOW,NONE,LOW,LOW,NONE,NONE
CVE-2018-2814,2018-04-19T02:29Z,2018-08-03T01:29Z,oracle,jdk,NETWORK,HIGH,REQUIRED,NONE,HIGH,HIGH,HIGH
CVE-2018-2815,2018-04-19T02:29Z,2018-08-03T01:29Z,oracle,jdk,NETWORK,LOW,NONE,NONE,NONE,NONE,LOW
CVE-2018-2816,2018-04-19T02:29Z,2018-05-02T01:29Z,oracle,mysql,NETWORK,LOW,NONE,HIGH,NONE,NONE,HIGH
CVE-2018-2817,2018-04-19T02:29Z,2018-08-17T10:29Z,oracle,mysql,NETWORK,LOW,NONE,LOW,NONE,NONE,HIGH
CVE-2018-2818,2018-04-19T02:29Z,2018-05-02T01:29Z,oracle,mysql,NETWORK,LOW,NONE,HIGH,NONE,NONE,HIGH
CVE-2018-2819,2018-04-19T02:29Z,2018-08-17T10:29Z,oracle,mysql,NETWORK,LOW,NONE,LOW,NONE,NONE,HIGH
CVE-2018-2820,2018-04-19T02:29Z,2018-04-27T14:17Z,oracle,peoplesoft_enterprise_peopletools,NETWORK,LOW,NONE,LOW,LOW,NONE,NONE
CVE-2018-2821,2018-04-19T02:29Z,2018-04-27T14:45Z,oracle,peoplesoft_enterprise_peopletools,NETWORK,LOW,REQUIRED,NONE,LOW,LOW,NONE
CVE-2018-2822,2018-04-19T02:29Z,2018-04-27T14:46Z,oracle,solaris_cluster,LOCAL,LOW,NONE,LOW,HIGH,LOW,LOW
CVE-2018-2823,2018-04-19T02:29Z,2018-05-02T13:24Z,oracle,transportation_management,NETWORK,LOW,NONE,LOW,NONE,HIGH,NONE
CVE-2018-2824,2018-04-19T02:29Z,2018-04-27T14:47Z,oracle,hospitality_simphony,NETWORK,LOW,NONE,LOW,HIGH,NONE,NONE
CVE-2018-2825,2018-04-19T02:29Z,2018-08-21T10:29Z,oracle,jdk,NETWORK,HIGH,REQUIRED,NONE,HIGH,HIGH,HIGH
CVE-2018-2826,2018-04-19T02:29Z,2018-08-21T10:29Z,oracle,jdk,NETWORK,HIGH,REQUIRED,NONE,HIGH,HIGH,HIGH
CVE-2018-2827,2018-04-19T02:29Z,2018-05-02T13:23Z,oracle,hospitality_suite8,NETWORK,LOW,REQUIRED,LOW,HIGH,LOW,HIGH
CVE-2018-2828,2018-04-19T02:29Z,2018-05-02T13:22Z,oracle,webcenter_content,NETWORK,LOW,REQUIRED,LOW,HIGH,LOW,LOW
CVE-2018-2829,2018-04-19T02:29Z,2018-04-27T14:47Z,oracle,hospitality_simphony,NETWORK,LOW,NONE,NONE,HIGH,LOW,LOW
CVE-2018-2830,2018-04-19T02:29Z,2018-04-27T13:55Z,oracle,vm_virtualbox,LOCAL,LOW,REQUIRED,LOW,HIGH,HIGH,HIGH
CVE-2018-2831,2018-04-19T02:29Z,2018-04-27T13:55Z,oracle,vm_virtualbox,LOCAL,LOW,NONE,LOW,LOW,NONE,NONE
CVE-2018-2832,2018-04-19T02:29Z,2018-05-02T13:23Z,oracle,goldengate,NETWORK,LOW,NONE,NONE,HIGH,NONE,NONE
CVE-2018-2833,2018-04-19T02:29Z,2018-04-27T14:48Z,oracle,hospitality_simphony,NETWORK,LOW,NONE,LOW,HIGH,HIGH,NONE
CVE-2018-2834,2018-04-19T02:29Z,2018-05-02T13:22Z,oracle,data_visualization_desktop,LOCAL,LOW,REQUIRED,NONE,LOW,HIGH,HIGH
CVE-2018-2835,2018-04-19T02:29Z,2018-04-27T13:58Z,oracle,vm_virtualbox,LOCAL,LOW,REQUIRED,LOW,HIGH,HIGH,HIGH
CVE-2018-2836,2018-04-19T02:29Z,2018-04-27T13:58Z,oracle,vm_virtualbox,LOCAL,LOW,REQUIRED,LOW,HIGH,HIGH,HIGH
CVE-2018-2837,2018-04-19T02:29Z,2018-04-27T13:59Z,oracle,vm_virtualbox,LOCAL,LOW,REQUIRED,LOW,HIGH,HIGH,HIGH
CVE-2018-2838,2018-04-19T02:29Z,2018-04-27T14:48Z,oracle,peoplesoft_enterprise_prtl_interaction_hub,NETWORK,LOW,REQUIRED,NONE,LOW,LOW,NONE
CVE-2018-2839,2018-04-19T02:29Z,2018-05-02T01:29Z,oracle,mysql,NETWORK,LOW,NONE,HIGH,NONE,NONE,HIGH
CVE-2018-2840,2018-04-19T02:29Z,2018-05-02T13:24Z,oracle,retail_xstore_point_of_service,NETWORK,LOW,REQUIRED,NONE,HIGH,LOW,LOW
CVE-2018-2841,2018-04-19T02:29Z,2018-05-02T13:22Z,oracle,database_server,NETWORK,HIGH,NONE,LOW,HIGH,HIGH,HIGH
CVE-2018-2842,2018-04-19T02:29Z,2018-04-27T13:59Z,oracle,vm_virtualbox,LOCAL,LOW,NONE,LOW,HIGH,HIGH,HIGH
CVE-2018-2843,2018-04-19T02:29Z,2018-04-27T13:59Z,oracle,vm_virtualbox,LOCAL,LOW,NONE,LOW,HIGH,HIGH,HIGH
CVE-2018-2844,2018-04-19T02:29Z,2018-04-27T14:00Z,oracle,vm_virtualbox,LOCAL,LOW,NONE,LOW,HIGH,HIGH,HIGH
CVE-2018-2845,2018-04-19T02:29Z,2018-04-27T14:00Z,oracle,vm_virtualbox,LOCAL,LOW,NONE,LOW,LOW,LOW,HIGH
CVE-2018-2846,2018-04-19T02:29Z,2018-05-02T01:29Z,oracle,mysql,NETWORK,LOW,NONE,HIGH,NONE,NONE,HIGH
CVE-2018-2847,2018-04-19T02:29Z,2018-04-27T14:53Z,oracle,hospitality_simphony,NETWORK,LOW,NONE,LOW,HIGH,NONE,NONE
CVE-2018-2848,2018-04-19T02:29Z,2018-04-27T14:48Z,oracle,hospitality_simphony,NETWORK,LOW,NONE,NONE,HIGH,NONE,NONE
CVE-2018-2849,2018-04-19T02:29Z,2018-05-02T13:21Z,oracle,primavera_p6_enterprise_project_portfolio_management,NETWORK,LOW,NONE,LOW,HIGH,NONE,NONE
CVE-2018-2850,2018-04-19T02:29Z,2018-04-27T14:49Z,oracle,hospitality_cruise_fleet_management,NETWORK,LOW,NONE,NONE,LOW,LOW,LOW
CVE-2018-2851,2018-04-19T02:29Z,2018-04-27T14:49Z,oracle,hospitality_simphony,NETWORK,LOW,NONE,LOW,HIGH,HIGH,NONE
CVE-2018-2852,2018-04-19T02:29Z,2018-04-27T14:49Z,oracle,hospitality_guest_access,NETWORK,LOW,NONE,LOW,LOW,LOW,NONE
CVE-2018-2853,2018-04-19T02:29Z,2018-04-27T14:50Z,oracle,hospitality_simphony,NETWORK,LOW,NONE,LOW,LOW,LOW,NONE
CVE-2018-2854,2018-04-19T02:29Z,2018-05-02T13:20Z,oracle,financial_services_basel_regulatory_capital_basic,NETWORK,LOW,REQUIRED,NONE,LOW,LOW,NONE
CVE-2018-2855,2018-04-19T02:29Z,2018-05-02T13:20Z,oracle,financial_services_basel_regulatory_capital_basic,NETWORK,LOW,NONE,LOW,HIGH,HIGH,NONE
CVE-2018-2856,2018-04-19T02:29Z,2018-05-02T13:20Z,oracle,financial_services_basel_regulatory_capital_internal_ratings_based_approach,NETWORK,LOW,NONE,LOW,HIGH,HIGH,NONE
CVE-2018-2857,2018-04-19T02:29Z,2018-05-02T14:10Z,,,NETWORK,LOW,NONE,LOW,LOW,LOW,LOW
CVE-2018-2858,2018-04-19T02:29Z,2018-05-02T14:10Z,,,NETWORK,LOW,NONE,NONE,LOW,NONE,NONE
CVE-2018-2859,2018-04-19T02:29Z,2018-05-02T13:21Z,oracle,financial_services_basel_regulatory_capital_internal_ratings_based_approach,NETWORK,LOW,REQUIRED,NONE,LOW,LOW,NONE
CVE-2018-2860,2018-04-19T02:29Z,2018-04-27T14:00Z,oracle,vm_virtualbox,LOCAL,LOW,NONE,HIGH,HIGH,HIGH,HIGH
CVE-2018-2861,2018-04-19T02:29Z,2018-05-02T13:25Z,oracle,retail_back_office,NETWORK,LOW,NONE,NONE,LOW,NONE,LOW
CVE-2018-2862,2018-04-19T02:29Z,2018-05-02T13:26Z,oracle,retail_point-of-service,NETWORK,LOW,NONE,LOW,HIGH,LOW,NONE
CVE-2018-2863,2018-04-19T02:29Z,2018-05-02T14:10Z,,,NETWORK,LOW,NONE,LOW,LOW,NONE,NONE
CVE-2018-2864,2018-04-19T02:29Z,2018-05-02T14:09Z,oracle,e-business_suite,NETWORK,LOW,NONE,NONE,LOW,NONE,NONE
CVE-2018-2865,2018-04-19T02:29Z,2018-04-27T14:50Z,oracle,e-business_suite,NETWORK,LOW,NONE,NONE,LOW,NONE,NONE
CVE-2018-2866,2018-04-19T02:29Z,2018-04-27T14:51Z,oracle,e-business_suite,NETWORK,LOW,NONE,NONE,LOW,NONE,NONE
CVE-2018-2867,2018-04-19T02:29Z,2018-04-27T14:51Z,oracle,e-business_suite,NETWORK,LOW,NONE,NONE,LOW,NONE,NONE
CVE-2018-2868,2018-04-19T02:29Z,2018-05-02T14:11Z,oracle,human_resources,NETWORK,LOW,NONE,NONE,LOW,NONE,NONE
CVE-2018-2869,2018-04-19T02:29Z,2018-05-02T14:11Z,oracle,human_resources,NETWORK,LOW,NONE,NONE,LOW,NONE,NONE
CVE-2018-2870,2018-04-19T02:29Z,2018-05-02T13:26Z,oracle,human_resources,NETWORK,LOW,NONE,NONE,HIGH,HIGH,NONE
CVE-2018-2871,2018-04-19T02:29Z,2018-05-02T14:11Z,oracle,human_resources,NETWORK,LOW,NONE,NONE,HIGH,HIGH,NONE
CVE-2018-2872,2018-04-19T02:29Z,2018-04-27T14:51Z,oracle,e-business_suite,NETWORK,LOW,NONE,NONE,LOW,NONE,NONE
CVE-2018-2873,2018-04-19T02:29Z,2018-04-27T14:51Z,oracle,e-business_suite,NETWORK,LOW,NONE,NONE,LOW,NONE,NONE
CVE-2018-2874,2018-04-19T02:29Z,2018-04-27T14:52Z,oracle,e-business_suite,PHYSICAL,LOW,REQUIRED,NONE,HIGH,NONE,NONE
CVE-2018-2876,2018-04-19T02:29Z,2018-05-02T14:09Z,oracle,retail_integration_bus,NETWORK,LOW,REQUIRED,NONE,LOW,LOW,LOW
CVE-2018-2877,2018-04-19T02:29Z,2018-04-27T13:07Z,,,LOCAL,LOW,REQUIRED,LOW,NONE,NONE,HIGH
CVE-2018-2878,2018-04-19T02:29Z,2018-04-27T14:52Z,oracle,peoplesoft_enterprise_human_capital_management_shared_components,NETWORK,LOW,REQUIRED,NONE,LOW,LOW,NONE
CVE-2018-2879,2018-04-19T02:29Z,2018-08-04T01:29Z,oracle,access_manager,NETWORK,HIGH,NONE,NONE,HIGH,HIGH,HIGH
CVE-2018-2881,2018-07-18T13:29Z,2018-07-30T01:29Z,oracle,micros_retail-j,NETWORK,LOW,NONE,LOW,LOW,LOW,LOW
CVE-2018-2882,2018-07-18T13:29Z,2018-07-30T01:29Z,oracle,micros_retail-j,NETWORK,LOW,NONE,LOW,NONE,HIGH,NONE
CVE-2018-2888,2018-07-18T13:29Z,2018-07-30T01:29Z,oracle,micros_retail-j,PHYSICAL,HIGH,REQUIRED,HIGH,HIGH,HIGH,LOW
CVE-2018-2891,2018-07-18T13:29Z,2018-07-24T19:14Z,oracle,retail_bulk_data_integration,NETWORK,LOW,REQUIRED,NONE,LOW,LOW,NONE
CVE-2018-2892,2018-07-18T13:29Z,2018-08-05T01:29Z,oracle,solaris,LOCAL,LOW,NONE,LOW,HIGH,HIGH,HIGH
CVE-2018-2893,2018-07-18T13:29Z,2018-07-28T01:29Z,oracle,weblogic_server,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH
CVE-2018-2894,2018-07-18T13:29Z,2018-08-10T01:29Z,oracle,weblogic_server,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH
CVE-2018-2895,2018-07-18T13:29Z,2018-07-28T01:29Z,oracle,banking_corporate_lending,NETWORK,LOW,REQUIRED,NONE,LOW,LOW,NONE
CVE-2018-2896,2018-07-18T13:29Z,2018-07-28T01:29Z,oracle,banking_payments,NETWORK,LOW,REQUIRED,NONE,LOW,LOW,NONE
CVE-2018-2897,2018-07-18T13:29Z,2018-07-28T01:29Z,oracle,flexcube_enterprise_limits_and_collateral_management,NETWORK,LOW,REQUIRED,NONE,LOW,LOW,NONE
CVE-2018-2898,2018-07-18T13:29Z,2018-07-28T01:29Z,oracle,flexcube_investor_servicing,NETWORK,LOW,REQUIRED,NONE,LOW,LOW,NONE
CVE-2018-2899,2018-07-18T13:29Z,2018-07-28T01:29Z,oracle,flexcube_universal_banking,NETWORK,LOW,REQUIRED,NONE,LOW,LOW,NONE
CVE-2018-2900,2018-07-18T13:29Z,2018-07-28T01:29Z,oracle,business_intelligence_publisher,NETWORK,LOW,NONE,NONE,LOW,HIGH,NONE
CVE-2018-2901,2018-07-18T13:29Z,2018-07-28T01:29Z,oracle,solaris,NETWORK,HIGH,NONE,NONE,NONE,NONE,LOW
CVE-2018-2903,2018-07-18T13:29Z,2018-07-28T01:29Z,oracle,solaris,LOCAL,LOW,NONE,HIGH,HIGH,NONE,NONE
CVE-2018-2904,2018-07-18T13:29Z,2018-07-28T01:29Z,oracle,communications_eagle_local_number_portability_application_processor,NETWORK,LOW,NONE,NONE,LOW,LOW,NONE
CVE-2018-2905,2018-07-18T13:29Z,2018-07-28T01:29Z,,,NETWORK,LOW,NONE,NONE,LOW,NONE,NONE
CVE-2018-2906,2018-07-18T13:29Z,2018-07-28T01:29Z,oracle,hardware_management_pack,NETWORK,HIGH,NONE,NONE,LOW,NONE,NONE
CVE-2018-2907,2018-07-18T13:29Z,2018-07-28T01:29Z,oracle,hyperion_financial_reporting,NETWORK,LOW,NONE,NONE,HIGH,NONE,NONE
CVE-2018-2908,2018-07-18T13:29Z,2018-07-30T01:29Z,oracle,solaris,NETWORK,LOW,NONE,LOW,NONE,NONE,HIGH
CVE-2018-2915,2018-07-18T13:29Z,2018-07-28T01:29Z,oracle,hyperion_data_relationship_management,NETWORK,LOW,NONE,NONE,LOW,NONE,NONE
CVE-2018-2916,2018-07-18T13:29Z,2018-07-28T01:29Z,,,NETWORK,LOW,NONE,HIGH,NONE,NONE,LOW
CVE-2018-2917,2018-07-18T13:29Z,2018-07-28T01:29Z,,,NETWORK,LOW,NONE,NONE,NONE,NONE,LOW
CVE-2018-2918,2018-07-18T13:29Z,2018-07-28T01:29Z,,,NETWORK,HIGH,REQUIRED,NONE,HIGH,HIGH,HIGH
CVE-2018-2919,2018-07-18T13:29Z,2018-07-29T01:29Z,oracle,peoplesoft_enterprise_peopletools,NETWORK,LOW,REQUIRED,NONE,LOW,LOW,NONE
CVE-2018-2920,2018-07-18T13:29Z,2018-07-30T01:29Z,,,NETWORK,LOW,NONE,LOW,LOW,LOW,LOW
CVE-2018-2921,2018-07-18T13:29Z,2018-07-28T01:29Z,,,NETWORK,LOW,NONE,NONE,LOW,NONE,NONE
CVE-2018-2923,2018-07-18T13:29Z,2018-07-28T01:29Z,,,LOCAL,LOW,NONE,HIGH,LOW,NONE,NONE
CVE-2018-2924,2018-07-18T13:29Z,2018-07-28T01:29Z,,,LOCAL,LOW,NONE,HIGH,LOW,LOW,LOW
CVE-2018-2925,2018-07-18T13:29Z,2018-07-28T01:29Z,oracle,business_intelligence_publisher,NETWORK,LOW,NONE,LOW,HIGH,NONE,NONE
CVE-2018-2926,2018-07-18T13:29Z,2018-07-30T01:29Z,oracle,solaris,NETWORK,LOW,NONE,LOW,LOW,LOW,HIGH
CVE-2018-2927,2018-07-18T13:29Z,2018-07-28T01:29Z,,,NETWORK,LOW,NONE,LOW,LOW,NONE,NONE
CVE-2018-2928,2018-07-18T13:29Z,2018-07-30T01:29Z,oracle,solaris,NETWORK,LOW,REQUIRED,NONE,HIGH,HIGH,NONE
CVE-2018-2929,2018-07-18T13:29Z,2018-07-29T01:29Z,oracle,peoplesoft_enterprise_peopletools,NETWORK,LOW,REQUIRED,NONE,LOW,LOW,NONE
CVE-2018-2930,2018-07-18T13:29Z,2018-07-28T01:29Z,oracle,solaris_cluster,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH
CVE-2018-2932,2018-07-18T13:29Z,2018-07-28T01:29Z,,,NETWORK,HIGH,REQUIRED,NONE,HIGH,LOW,HIGH
CVE-2018-2934,2018-07-18T13:29Z,2018-07-28T01:29Z,oracle,e-business_suite,NETWORK,LOW,NONE,NONE,NONE,LOW,NONE
CVE-2018-2935,2018-07-18T13:29Z,2018-07-28T01:29Z,oracle,weblogic_server,NETWORK,LOW,REQUIRED,NONE,HIGH,HIGH,LOW
CVE-2018-2936,2018-07-18T13:29Z,2018-07-28T01:29Z,oracle,communications_convergence,NETWORK,LOW,REQUIRED,NONE,LOW,LOW,NONE
CVE-2018-2937,2018-07-18T13:29Z,2018-07-30T01:29Z,,,NETWORK,LOW,NONE,NONE,NONE,LOW,NONE
CVE-2018-2938,2018-07-18T13:29Z,2018-07-28T01:29Z,oracle,jdk,NETWORK,HIGH,NONE,NONE,HIGH,HIGH,HIGH
CVE-2018-2939,2018-07-18T13:29Z,2018-07-28T01:29Z,oracle,database_server,LOCAL,LOW,NONE,LOW,NONE,HIGH,HIGH
CVE-2018-2940,2018-07-18T13:29Z,2018-09-18T10:29Z,oracle,jdk,NETWORK,LOW,REQUIRED,NONE,LOW,NONE,NONE
CVE-2018-2941,2018-07-18T13:29Z,2018-07-28T01:29Z,oracle,jdk,NETWORK,HIGH,REQUIRED,NONE,HIGH,HIGH,HIGH
CVE-2018-2942,2018-07-18T13:29Z,2018-07-28T01:29Z,oracle,jdk,NETWORK,HIGH,REQUIRED,NONE,HIGH,HIGH,HIGH
CVE-2018-2943,2018-07-18T13:29Z,2018-09-10T14:29Z,oracle,fusion_middleware_mapviewer,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH
CVE-2018-2944,2018-07-18T13:29Z,2018-07-28T01:29Z,oracle,jd_edwards_enterpriseone_tools,NETWORK,LOW,NONE,NONE,HIGH,NONE,NONE
CVE-2018-2945,2018-07-18T13:29Z,2018-07-28T01:29Z,oracle,jd_edwards_enterpriseone_tools,NETWORK,LOW,REQUIRED,NONE,LOW,LOW,NONE
CVE-2018-2946,2018-07-18T13:29Z,2018-07-28T01:29Z,oracle,jd_edwards_enterpriseone_tools,NETWORK,LOW,REQUIRED,NONE,LOW,LOW,NONE
CVE-2018-2947,2018-07-18T13:29Z,2018-07-28T01:29Z,oracle,jd_edwards_enterpriseone_tools,NETWORK,LOW,NONE,LOW,HIGH,NONE,NONE
CVE-2018-2948,2018-07-18T13:29Z,2018-07-28T01:29Z,oracle,jd_edwards_enterpriseone_tools,NETWORK,LOW,REQUIRED,NONE,LOW,LOW,NONE
CVE-2018-2949,2018-07-18T13:29Z,2018-07-28T01:29Z,oracle,jd_edwards_enterpriseone_tools,NETWORK,LOW,REQUIRED,NONE,LOW,LOW,NONE
CVE-2018-2950,2018-07-18T13:29Z,2018-07-28T01:29Z,oracle,jd_edwards_enterpriseone_tools,NETWORK,LOW,REQUIRED,NONE,LOW,LOW,NONE
CVE-2018-2951,2018-07-18T13:29Z,2018-07-29T01:29Z,oracle,peoplesoft_enterprise_peopletools,LOCAL,LOW,NONE,NONE,HIGH,NONE,NONE
CVE-2018-2952,2018-07-18T13:29Z,2018-09-18T10:29Z,oracle,jdk,NETWORK,HIGH,NONE,NONE,NONE,NONE,LOW
CVE-2018-2953,2018-07-18T13:29Z,2018-07-28T01:29Z,oracle,one-to-one_fulfillment,NETWORK,LOW,REQUIRED,NONE,HIGH,LOW,NONE
CVE-2018-2954,2018-07-18T13:29Z,2018-07-28T01:29Z,oracle,order_management,LOCAL,HIGH,NONE,LOW,HIGH,HIGH,HIGH
CVE-2018-2955,2018-07-18T13:29Z,2018-07-28T01:29Z,oracle,hospitality_opera_property_management,NETWORK,LOW,NONE,NONE,LOW,NONE,NONE
CVE-2018-2956,2018-07-18T13:29Z,2018-07-28T01:29Z,oracle,hospitality_opera_property_management,LOCAL,HIGH,NONE,NONE,HIGH,HIGH,HIGH
CVE-2018-2957,2018-07-18T13:29Z,2018-07-28T01:29Z,oracle,hospitality_opera_property_management,NETWORK,LOW,NONE,NONE,HIGH,NONE,NONE
CVE-2018-2958,2018-07-18T13:29Z,2018-07-28T01:29Z,oracle,business_intelligence_publisher,NETWORK,LOW,NONE,NONE,LOW,HIGH,NONE
CVE-2018-2959,2018-07-18T13:29Z,2018-07-24T18:33Z,oracle,siebel_ui_framework,NETWORK,LOW,REQUIRED,NONE,NONE,LOW,NONE
CVE-2018-2960,2018-07-18T13:29Z,2018-07-28T01:29Z,oracle,primavera_p6_enterprise_project_portfolio_management,NETWORK,LOW,REQUIRED,NONE,LOW,LOW,NONE
CVE-2018-2961,2018-07-18T13:29Z,2018-07-28T01:29Z,oracle,primavera_p6_enterprise_project_portfolio_management,NETWORK,LOW,REQUIRED,NONE,LOW,LOW,NONE
CVE-2018-2962,2018-07-18T13:29Z,2018-07-28T01:29Z,oracle,primavera_p6_enterprise_project_portfolio_management,NETWORK,HIGH,REQUIRED,LOW,LOW,LOW,NONE
CVE-2018-2963,2018-07-18T13:29Z,2018-07-28T01:29Z,oracle,primavera_p6_enterprise_project_portfolio_management,NETWORK,LOW,NONE,LOW,LOW,NONE,NONE
CVE-2018-2964,2018-07-18T13:29Z,2018-07-28T01:29Z,oracle,jdk,NETWORK,HIGH,REQUIRED,NONE,HIGH,HIGH,HIGH
CVE-2018-2965,2018-07-18T13:29Z,2018-07-28T01:29Z,oracle,primavera_unifier,NETWORK,LOW,REQUIRED,NONE,LOW,LOW,NONE
CVE-2018-2966,2018-07-18T13:29Z,2018-07-30T01:29Z,oracle,primavera_unifier,NETWORK,LOW,REQUIRED,NONE,NONE,HIGH,NONE
CVE-2018-2967,2018-07-18T13:29Z,2018-07-30T01:29Z,oracle,primavera_unifier,PHYSICAL,LOW,NONE,NONE,HIGH,NONE,NONE
CVE-2018-2968,2018-07-18T13:29Z,2018-07-30T01:29Z,oracle,primavera_unifier,NETWORK,LOW,REQUIRED,NONE,NONE,HIGH,NONE
CVE-2018-2969,2018-07-18T13:29Z,2018-07-28T01:29Z,oracle,primavera_unifier,NETWORK,LOW,NONE,LOW,LOW,NONE,NONE
CVE-2018-2970,2018-07-18T13:29Z,2018-07-28T01:29Z,oracle,peoplesoft_enterprise_peopletools,NETWORK,LOW,NONE,LOW,LOW,NONE,NONE
CVE-2018-2972,2018-07-18T13:29Z,2018-08-21T10:29Z,oracle,jdk,NETWORK,HIGH,NONE,NONE,HIGH,NONE,NONE
CVE-2018-2973,2018-07-18T13:29Z,2018-09-18T10:29Z,oracle,jdk,NETWORK,HIGH,NONE,NONE,NONE,HIGH,NONE
CVE-2018-2974,2018-07-18T13:29Z,2018-07-28T01:29Z,oracle,flexcube_universal_banking,NETWORK,LOW,NONE,LOW,LOW,LOW,LOW
CVE-2018-2975,2018-07-18T13:29Z,2018-07-28T01:29Z,oracle,flexcube_universal_banking,NETWORK,LOW,NONE,NONE,LOW,NONE,NONE
CVE-2018-2976,2018-07-18T13:29Z,2018-07-28T01:29Z,oracle,enterprise_manager_ops_center,NETWORK,LOW,NONE,NONE,HIGH,LOW,NONE
CVE-2018-2977,2018-07-18T13:29Z,2018-07-29T01:29Z,oracle,peoplesoft_enterprise_peopletools,NETWORK,LOW,REQUIRED,NONE,HIGH,NONE,NONE
CVE-2018-2978,2018-07-18T13:29Z,2018-07-28T01:29Z,oracle,hospitality_simphony,NETWORK,HIGH,NONE,LOW,HIGH,HIGH,LOW
CVE-2018-2979,2018-07-18T13:29Z,2018-07-28T01:29Z,oracle,flexcube_universal_banking,NETWORK,LOW,NONE,LOW,NONE,NONE,HIGH
CVE-2018-2980,2018-07-18T13:29Z,2018-07-28T01:29Z,oracle,flexcube_universal_banking,NETWORK,LOW,NONE,LOW,NONE,LOW,LOW
CVE-2018-2981,2018-07-18T13:29Z,2018-07-28T01:29Z,oracle,flexcube_universal_banking,NETWORK,LOW,NONE,LOW,LOW,LOW,NONE
CVE-2018-2982,2018-07-18T13:29Z,2018-07-28T01:29Z,oracle,flexcube_universal_banking,NETWORK,HIGH,NONE,LOW,HIGH,NONE,NONE
CVE-2018-2984,2018-07-18T13:29Z,2018-07-28T01:29Z,oracle,hospitality_cruise_fleet_management,NETWORK,LOW,NONE,LOW,HIGH,HIGH,NONE
CVE-2018-2985,2018-07-18T13:29Z,2018-07-29T01:29Z,oracle,peoplesoft_enterprise_peopletools,NETWORK,LOW,REQUIRED,NONE,LOW,LOW,NONE
CVE-2018-2986,2018-07-18T13:29Z,2018-07-29T01:29Z,oracle,peoplesoft_enterprise_peopletools,NETWORK,LOW,REQUIRED,NONE,LOW,LOW,NONE
CVE-2018-2987,2018-07-18T13:29Z,2018-07-28T01:29Z,oracle,weblogic_server,NETWORK,LOW,REQUIRED,NONE,LOW,LOW,NONE
CVE-2018-2988,2018-07-18T13:29Z,2018-07-28T01:29Z,oracle,marketing,NETWORK,HIGH,REQUIRED,NONE,HIGH,LOW,NONE
CVE-2018-2989,2018-07-18T13:29Z,2018-07-23T17:20Z,oracle,ilearning,NETWORK,LOW,REQUIRED,NONE,HIGH,LOW,NONE
CVE-2018-2990,2018-07-18T13:29Z,2018-07-29T01:29Z,oracle,peoplesoft_enterprise_peopletools,NETWORK,HIGH,NONE,NONE,HIGH,HIGH,NONE
CVE-2018-2991,2018-07-18T13:29Z,2018-07-28T01:29Z,oracle,trade_management,NETWORK,LOW,REQUIRED,NONE,HIGH,LOW,NONE
CVE-2018-2992,2018-07-18T13:29Z,2018-07-28T01:29Z,oracle,outside_in_technology,NETWORK,LOW,REQUIRED,NONE,HIGH,NONE,LOW
CVE-2018-2993,2018-07-18T13:29Z,2018-07-28T01:29Z,oracle,customer_relationship_management_technical_foundation,NETWORK,LOW,REQUIRED,NONE,HIGH,LOW,NONE
CVE-2018-2994,2018-07-18T13:29Z,2018-07-28T01:29Z,oracle,istore,NETWORK,LOW,NONE,NONE,LOW,NONE,NONE
CVE-2018-2995,2018-07-18T13:29Z,2018-07-28T01:29Z,oracle,istore,NETWORK,LOW,REQUIRED,NONE,HIGH,LOW,NONE
CVE-2018-2996,2018-07-18T13:29Z,2018-07-28T01:29Z,oracle,applications_manager,NETWORK,LOW,NONE,NONE,HIGH,NONE,NONE
CVE-2018-2997,2018-07-18T13:29Z,2018-07-28T01:29Z,oracle,scripting,NETWORK,LOW,REQUIRED,NONE,HIGH,LOW,NONE
CVE-2018-2998,2018-07-18T13:29Z,2018-07-28T01:29Z,oracle,weblogic_server,NETWORK,LOW,NONE,LOW,LOW,LOW,NONE
